query_id,domain,question_type,run,method,faithfulness,answer_relevancy,context_recall,context_precision
BAT_QA_0051,Batteries,single,2,w/o Multimodal,0.7516,0.691,0.6498,0.7074
BAT_QA_0052,Batteries,single,2,w/o Multimodal,0.8353,0.7801,0.7296,0.7325
BAT_QA_0053,Batteries,single,2,w/o Multimodal,0.7016,0.8629,0.7371,0.8834
BAT_QA_0054,Batteries,single,2,w/o Multimodal,0.9738,0.995,0.995,0.9428
BAT_QA_0055,Batteries,single,2,w/o Multimodal,0.7288,0.747,0.6986,0.7951
BAT_QA_0056,Batteries,single,2,w/o Multimodal,0.9235,0.9611,0.8566,0.9491
BAT_QA_0057,Batteries,multi,2,w/o Multimodal,0.9362,0.9409,0.8981,0.9499
BAT_QA_0058,Batteries,single,2,w/o Multimodal,0.9339,0.938,0.7277,0.867
BAT_QA_0059,Batteries,single,2,w/o Multimodal,0.9184,0.9554,0.9619,0.9391
BAT_QA_0060,Batteries,multi,2,w/o Multimodal,0.7303,0.7186,0.7204,0.8041
BAT_QA_0061,Batteries,single,2,w/o Multimodal,0.7882,0.6614,0.7216,0.6866
BAT_QA_0062,Batteries,multi,2,w/o Multimodal,0.631,0.5612,0.7906,0.6676
BAT_QA_0063,Batteries,single,2,w/o Multimodal,0.9467,0.9018,0.8369,0.8372
BAT_QA_0064,Batteries,single,2,w/o Multimodal,0.9876,0.9492,0.995,0.9447
BAT_QA_0065,Batteries,single,2,w/o Multimodal,0.9797,0.9757,0.9731,0.9696
BAT_QA_0066,Batteries,single,2,w/o Multimodal,0.6851,0.7352,0.8233,0.7051
BAT_QA_0067,Batteries,single,2,w/o Multimodal,0.816,0.8463,0.8638,0.8311
BAT_QA_0068,Batteries,multi,2,w/o Multimodal,0.995,0.8949,0.9902,0.9467
BAT_QA_0069,Batteries,single,2,w/o Multimodal,0.629,0.574,0.6113,0.7175
BAT_QA_0070,Batteries,multi,2,w/o Multimodal,0.9432,0.8637,0.995,0.9332
BAT_QA_0071,Batteries,single,2,w/o Multimodal,0.8559,0.8767,0.8673,0.898
BAT_QA_0072,Batteries,multi,2,w/o Multimodal,0.9076,0.9352,0.9124,0.9546
BAT_QA_0073,Batteries,single,2,w/o Multimodal,0.9597,0.9441,0.9658,0.9325
BAT_QA_0074,Batteries,multi,2,w/o Multimodal,0.6194,0.5695,0.5544,0.7524
BAT_QA_0075,Batteries,single,2,w/o Multimodal,0.908,0.9798,0.9368,0.962
BAT_QA_0076,Batteries,multi,2,w/o Multimodal,0.7329,0.7912,0.8183,0.7902
BAT_QA_0077,Batteries,single,2,w/o Multimodal,0.9923,0.9888,0.9466,0.9756
BAT_QA_0078,Batteries,single,2,w/o Multimodal,0.8851,0.8831,0.9205,0.9394
BAT_QA_0079,Batteries,multi,2,w/o Multimodal,0.8241,0.7602,0.6761,0.6786
BAT_QA_0080,Batteries,single,2,w/o Multimodal,0.9676,0.9572,0.933,0.9391
BAT_QA_0081,Batteries,single,2,w/o Multimodal,0.9189,0.8141,0.8779,0.9229
BAT_QA_0082,Batteries,multi,2,w/o Multimodal,0.9361,0.9046,0.9551,0.91
BAT_QA_0083,Batteries,single,2,w/o Multimodal,0.4279,0.731,0.7247,0.7391
BAT_QA_0084,Batteries,single,2,w/o Multimodal,0.8735,0.9087,0.9352,0.9167
BAT_QA_0085,Batteries,multi,2,w/o Multimodal,0.6357,0.7192,0.5374,0.7794
BAT_QA_0086,Batteries,multi,2,w/o Multimodal,0.8603,0.9741,0.9492,0.8942
BAT_QA_0087,Batteries,single,2,w/o Multimodal,0.9659,0.995,0.995,0.9364
BAT_QA_0088,Batteries,single,2,w/o Multimodal,0.8037,0.7824,0.6687,0.7371
BAT_QA_0089,Batteries,single,2,w/o Multimodal,0.9604,0.9821,0.995,0.958
BAT_QA_0090,Batteries,single,2,w/o Multimodal,0.9195,0.8881,0.887,0.9124
BAT_QA_0091,Batteries,single,2,w/o Multimodal,0.995,0.995,0.9651,0.9747
BAT_QA_0092,Batteries,single,2,w/o Multimodal,0.654,0.7904,0.6732,0.8384
BAT_QA_0093,Batteries,single,2,w/o Multimodal,0.8191,0.8183,0.7785,0.9235
BAT_QA_0094,Batteries,single,2,w/o Multimodal,0.6578,0.6063,0.6045,0.7434
BAT_QA_0095,Batteries,single,2,w/o Multimodal,0.9777,0.995,0.8525,0.963
BAT_QA_0096,Batteries,single,2,w/o Multimodal,0.9797,0.9826,0.9791,0.9273
BAT_QA_0097,Batteries,multi,2,w/o Multimodal,0.7123,0.602,0.6659,0.6944
BAT_QA_0098,Batteries,multi,2,w/o Multimodal,0.7727,0.7567,0.5924,0.7278
BAT_QA_0099,Batteries,single,2,w/o Multimodal,0.8078,0.8206,0.8399,0.8837
BAT_QA_0100,Batteries,multi,2,w/o Multimodal,0.9947,0.9091,0.9818,0.9438
BAT_QA_0101,Batteries,single,2,w/o Multimodal,0.8554,0.8751,0.9856,0.8857
BAT_QA_0102,Batteries,multi,2,w/o Multimodal,0.8854,0.8199,0.9588,0.917
BAT_QA_0103,Batteries,single,2,w/o Multimodal,0.9316,0.8882,0.8443,0.935
BAT_QA_0104,Batteries,multi,2,w/o Multimodal,0.7387,0.8528,0.6837,0.8446
BAT_QA_0105,Batteries,single,2,w/o Multimodal,0.8187,0.7259,0.7035,0.8652
BAT_QA_0106,Batteries,multi,2,w/o Multimodal,0.9016,0.8325,0.9128,0.8935
BAT_QA_0107,Batteries,multi,2,w/o Multimodal,0.8409,0.7921,0.7725,0.9376
BAT_QA_0108,Batteries,single,2,w/o Multimodal,0.8215,0.9167,0.84,0.8282
BAT_QA_0109,Batteries,single,2,w/o Multimodal,0.7968,0.8057,0.7073,0.8001
BAT_QA_0110,Batteries,single,2,w/o Multimodal,0.8841,0.8205,0.9187,0.8093
BAT_QA_0111,Batteries,multi,2,w/o Multimodal,0.9637,0.9584,0.9182,0.9095
BAT_QA_0112,Batteries,single,2,w/o Multimodal,0.9826,0.9572,0.995,0.971
BAT_QA_0113,Batteries,multi,2,w/o Multimodal,0.8881,0.8741,0.9505,0.921
BAT_QA_0114,Batteries,multi,2,w/o Multimodal,0.8362,0.7273,0.6808,0.6845
BAT_QA_0115,Batteries,multi,2,w/o Multimodal,0.9587,0.995,0.995,0.9694
BAT_QA_0116,Batteries,single,2,w/o Multimodal,0.995,0.934,0.9704,0.9248
BAT_QA_0117,Batteries,multi,2,w/o Multimodal,0.613,0.7941,0.6421,0.8257
BAT_QA_0118,Batteries,single,2,w/o Multimodal,0.8807,0.7464,0.7707,0.876
BAT_QA_0119,Batteries,single,2,w/o Multimodal,0.5707,0.6111,0.5848,0.695
BAT_QA_0120,Batteries,single,2,w/o Multimodal,0.9134,0.9087,0.8179,0.8813
BAT_QA_0121,Batteries,single,2,w/o Multimodal,0.8109,0.7854,0.8119,0.8234
BAT_QA_0122,Batteries,single,2,w/o Multimodal,0.8692,0.9496,0.9663,0.9077
BAT_QA_0123,Batteries,single,2,w/o Multimodal,0.9817,0.9747,0.8926,0.9203
BAT_QA_0124,Batteries,single,2,w/o Multimodal,0.6883,0.7461,0.6425,0.7585
SUP_QA_0001,Superalloys,single,3,w/o Multimodal,0.8076,0.8203,0.7395,0.8956
SUP_QA_0002,Superalloys,multi,3,w/o Multimodal,0.995,0.98,0.9901,0.9548
SUP_QA_0003,Superalloys,multi,3,w/o Multimodal,0.6995,0.6354,0.5719,0.6978
SUP_QA_0004,Superalloys,multi,3,w/o Multimodal,0.6491,0.7744,0.871,0.879
SUP_QA_0005,Superalloys,single,3,w/o Multimodal,0.6443,0.6433,0.7134,0.6513
SUP_QA_0006,Superalloys,single,3,w/o Multimodal,0.8963,0.9844,0.8358,0.9446
SUP_QA_0007,Superalloys,single,3,w/o Multimodal,0.9764,0.995,0.9656,0.995
SUP_QA_0008,Superalloys,single,3,w/o Multimodal,0.9654,0.89,0.9693,0.9911
SUP_QA_0009,Superalloys,single,3,w/o Multimodal,0.9577,0.8941,0.9652,0.9722
SUP_QA_0010,Superalloys,single,3,w/o Multimodal,0.8915,0.8823,0.9244,0.9114
SUP_QA_0011,Superalloys,single,3,w/o Multimodal,0.9303,0.8199,0.9168,0.9034
SUP_QA_0012,Superalloys,single,3,w/o Multimodal,0.8245,0.7499,0.837,0.868
SUP_QA_0013,Superalloys,multi,3,w/o Multimodal,0.8322,0.7151,0.7677,0.7881
SUP_QA_0014,Superalloys,single,3,w/o Multimodal,0.9085,0.8505,0.9426,0.8186
SUP_QA_0015,Superalloys,single,3,w/o Multimodal,0.9755,0.867,0.9346,0.9393
SUP_QA_0016,Superalloys,single,3,w/o Multimodal,0.8371,0.7615,0.7681,0.8032
SUP_QA_0017,Superalloys,single,3,w/o Multimodal,0.9639,0.995,0.934,0.9603
SUP_QA_0018,Superalloys,single,3,w/o Multimodal,0.9884,0.995,0.9142,0.9433
SUP_QA_0019,Superalloys,single,3,w/o Multimodal,0.9844,0.995,0.9248,0.995
SUP_QA_0020,Superalloys,single,3,w/o Multimodal,0.9571,0.995,0.9438,0.9853
SUP_QA_0021,Superalloys,multi,3,w/o Multimodal,0.9224,0.9853,0.9563,0.995
SUP_QA_0022,Superalloys,single,3,w/o Multimodal,0.859,0.792,0.7747,0.811
SUP_QA_0023,Superalloys,single,3,w/o Multimodal,0.9434,0.9548,0.9007,0.9598
SUP_QA_0024,Superalloys,single,3,w/o Multimodal,0.8298,0.7693,0.9254,0.8689
SUP_QA_0025,Superalloys,single,3,w/o Multimodal,0.8465,0.9665,0.9497,0.9735
SUP_QA_0026,Superalloys,single,3,w/o Multimodal,0.8592,0.9527,0.9395,0.9868
SUP_QA_0027,Superalloys,multi,3,w/o Multimodal,0.6098,0.6551,0.7295,0.6691
SUP_QA_0028,Superalloys,multi,3,w/o Multimodal,0.9721,0.9703,0.9339,0.9456
SUP_QA_0029,Superalloys,single,3,w/o Multimodal,0.8824,0.8261,0.8994,0.9016
SUP_QA_0030,Superalloys,multi,3,w/o Multimodal,0.8469,0.7012,0.7289,0.7982
SUP_QA_0031,Superalloys,single,3,w/o Multimodal,0.9613,0.995,0.9808,0.9941
SUP_QA_0032,Superalloys,single,3,w/o Multimodal,0.8439,0.7703,0.9388,0.9676
SUP_QA_0033,Superalloys,single,3,w/o Multimodal,0.8225,0.7213,0.8422,0.8537
SUP_QA_0034,Superalloys,multi,3,w/o Multimodal,0.995,0.9482,0.7814,0.9537
SUP_QA_0035,Superalloys,single,3,w/o Multimodal,0.9571,0.967,0.9481,0.995
SUP_QA_0036,Superalloys,single,3,w/o Multimodal,0.9789,0.9902,0.9503,0.988
SUP_QA_0037,Superalloys,single,3,w/o Multimodal,0.995,0.9692,0.9449,0.9815
SUP_QA_0038,Superalloys,single,3,w/o Multimodal,0.995,0.995,0.9901,0.995
SUP_QA_0039,Superalloys,single,3,w/o Multimodal,0.9396,0.7705,0.9132,0.8802
SUP_QA_0040,Superalloys,multi,3,w/o Multimodal,0.9903,0.9804,0.9027,0.9541
SUP_QA_0041,Superalloys,single,3,w/o Multimodal,0.9757,0.995,0.9327,0.995
SUP_QA_0042,Superalloys,single,3,w/o Multimodal,0.9834,0.8628,0.9505,0.9851
SUP_QA_0043,Superalloys,single,3,w/o Multimodal,0.7664,0.703,0.7624,0.9154
SUP_QA_0044,Superalloys,multi,3,w/o Multimodal,0.9711,0.8209,0.8531,0.9024
SUP_QA_0045,Superalloys,single,3,w/o Multimodal,0.7302,0.6916,0.7554,0.8491
SUP_QA_0046,Superalloys,single,3,w/o Multimodal,0.6312,0.5397,0.6426,0.6422
SUP_QA_0047,Superalloys,multi,3,w/o Multimodal,0.9818,0.7193,0.8942,0.8889
SUP_QA_0048,Superalloys,single,3,w/o Multimodal,0.9367,0.9451,0.9547,0.9669
SUP_QA_0049,Superalloys,multi,3,w/o Multimodal,0.8472,0.7769,0.9123,0.867
SUP_QA_0050,Superalloys,single,3,w/o Multimodal,0.9813,0.881,0.9509,0.9194
SUP_QA_0051,Superalloys,single,3,w/o Multimodal,0.9104,0.9518,0.916,0.8932
SUP_QA_0052,Superalloys,single,3,w/o Multimodal,0.8666,0.682,0.7269,0.8729
SUP_QA_0053,Superalloys,single,3,w/o Multimodal,0.8727,0.8224,0.8347,0.9896
SUP_QA_0054,Superalloys,multi,3,w/o Multimodal,0.977,0.8608,0.949,0.9698
SUP_QA_0055,Superalloys,single,3,w/o Multimodal,0.8454,0.7268,0.827,0.8296
SUP_QA_0056,Superalloys,single,3,w/o Multimodal,0.8631,0.9096,0.9479,0.8407
SUP_QA_0057,Superalloys,single,3,w/o Multimodal,0.7507,0.7899,0.8168,0.9069
SUP_QA_0058,Superalloys,single,3,w/o Multimodal,0.8649,0.8744,0.8973,0.9648
SUP_QA_0059,Superalloys,single,3,w/o Multimodal,0.9371,0.9613,0.9471,0.995
SUP_QA_0060,Superalloys,single,3,w/o Multimodal,0.6697,0.4931,0.722,0.7137
SUP_QA_0061,Superalloys,single,3,w/o Multimodal,0.7868,0.7653,0.9571,0.8955
SUP_QA_0062,Superalloys,multi,3,w/o Multimodal,0.4313,0.5515,0.576,0.6283
SUP_QA_0063,Superalloys,single,3,w/o Multimodal,0.974,0.995,0.9529,0.9915
SUP_QA_0064,Superalloys,multi,3,w/o Multimodal,0.956,0.9923,0.9697,0.9272
SUP_QA_0065,Superalloys,single,3,w/o Multimodal,0.9592,0.995,0.941,0.995
SUP_QA_0066,Superalloys,single,3,w/o Multimodal,0.9709,0.9624,0.9499,0.9537
SUP_QA_0067,Superalloys,multi,3,w/o Multimodal,0.9255,0.7281,0.9249,0.909
SUP_QA_0068,Superalloys,single,3,w/o Multimodal,0.9367,0.9926,0.9353,0.9905
SUP_QA_0069,Superalloys,single,3,w/o Multimodal,0.8491,0.7924,0.8727,0.8788
SUP_QA_0070,Superalloys,multi,3,w/o Multimodal,0.7356,0.6446,0.7915,0.7558
SUP_QA_0071,Superalloys,single,3,w/o Multimodal,0.9136,0.7242,0.824,0.9141
SUP_QA_0072,Superalloys,multi,3,w/o Multimodal,0.9369,0.7342,0.941,0.9388
SUP_QA_0073,Superalloys,multi,3,w/o Multimodal,0.5958,0.55,0.5123,0.6449
SUP_QA_0074,Superalloys,multi,3,w/o Multimodal,0.9067,0.9262,0.9226,0.9544
SUP_QA_0075,Superalloys,single,3,w/o Multimodal,0.9849,0.9034,0.9454,0.9547
SUP_QA_0076,Superalloys,single,3,w/o Multimodal,0.8661,0.8536,0.8357,0.9045
SUP_QA_0077,Superalloys,multi,3,w/o Multimodal,0.995,0.9706,0.9566,0.995
SUP_QA_0078,Superalloys,single,3,w/o Multimodal,0.4905,0.486,0.6157,0.4831
SUP_QA_0079,Superalloys,single,3,w/o Multimodal,0.995,0.8844,0.9314,0.9301
SUP_QA_0080,Superalloys,multi,3,w/o Multimodal,0.9496,0.9833,0.978,0.9867
SUP_QA_0081,Superalloys,multi,3,w/o Multimodal,0.7564,0.6883,0.8902,0.8174
SUP_QA_0082,Superalloys,multi,3,w/o Multimodal,0.9897,0.995,0.9901,0.9746
SUP_QA_0083,Superalloys,single,3,w/o Multimodal,0.7223,0.5424,0.7016,0.4161
SUP_QA_0084,Superalloys,single,3,w/o Multimodal,0.9658,0.995,0.8921,0.9379
SUP_QA_0085,Superalloys,single,3,w/o Multimodal,0.9842,0.9828,0.9653,0.995
SUP_QA_0086,Superalloys,single,3,w/o Multimodal,0.995,0.995,0.9901,0.995
SUP_QA_0087,Superalloys,multi,3,w/o Multimodal,0.954,0.995,0.902,0.9467
SUP_QA_0088,Superalloys,single,3,w/o Multimodal,0.767,0.7948,0.8614,0.9287
SUP_QA_0089,Superalloys,single,3,w/o Multimodal,0.9367,0.8365,0.9215,0.9199
SUP_QA_0090,Superalloys,single,3,w/o Multimodal,0.7677,0.8433,0.905,0.9122
SUP_QA_0091,Superalloys,multi,3,w/o Multimodal,0.9408,0.7964,0.8167,0.7994
SUP_QA_0092,Superalloys,single,3,w/o Multimodal,0.57,0.5128,0.5027,0.6189
SUP_QA_0093,Superalloys,multi,3,w/o Multimodal,0.9252,0.96,0.959,0.9343
SUP_QA_0094,Superalloys,multi,3,w/o Multimodal,0.995,0.995,0.9901,0.9519
SUP_QA_0095,Superalloys,multi,3,w/o Multimodal,0.9029,0.7268,0.7126,0.8939
SUP_QA_0096,Superalloys,single,3,w/o Multimodal,0.995,0.995,0.9442,0.995
SUP_QA_0097,Superalloys,multi,3,w/o Multimodal,0.9081,0.7166,0.9063,0.9593
SUP_QA_0098,Superalloys,single,3,w/o Multimodal,0.5783,0.5057,0.5602,0.5883
SUP_QA_0099,Superalloys,single,3,w/o Multimodal,0.9734,0.995,0.8781,0.9712
SUP_QA_0100,Superalloys,multi,3,w/o Multimodal,0.5086,0.4585,0.6676,0.7298
SUP_QA_0101,Superalloys,single,3,w/o Multimodal,0.8165,0.9005,0.8981,0.8835
SUP_QA_0102,Superalloys,multi,3,w/o Multimodal,0.938,0.9119,0.8101,0.7857
SUP_QA_0103,Superalloys,multi,3,w/o Multimodal,0.9528,0.995,0.9337,0.9854
SUP_QA_0104,Superalloys,single,3,w/o Multimodal,0.7177,0.7505,0.8788,0.7145
SUP_QA_0105,Superalloys,single,3,w/o Multimodal,0.9787,0.984,0.9449,0.995
SUP_QA_0106,Superalloys,single,3,w/o Multimodal,0.9644,0.8088,0.8261,0.8159
SUP_QA_0107,Superalloys,single,3,w/o Multimodal,0.7847,0.7705,0.9342,0.7074
SUP_QA_0108,Superalloys,single,3,w/o Multimodal,0.8662,0.8494,0.8324,0.9182
SUP_QA_0109,Superalloys,single,3,w/o Multimodal,0.8417,0.8491,0.773,0.9233
SUP_QA_0110,Superalloys,single,3,w/o Multimodal,0.9905,0.9908,0.9481,0.9364
SUP_QA_0111,Superalloys,single,3,w/o Multimodal,0.9035,0.8882,0.8308,0.7975
SUP_QA_0112,Superalloys,multi,3,w/o Multimodal,0.9774,0.995,0.9318,0.9497
SUP_QA_0113,Superalloys,single,3,w/o Multimodal,0.7976,0.832,0.845,0.9001
SUP_QA_0114,Superalloys,single,3,w/o Multimodal,0.6403,0.4327,0.4566,0.5549
SUP_QA_0115,Superalloys,multi,3,w/o Multimodal,0.8987,0.8383,0.8559,0.8964
SUP_QA_0116,Superalloys,multi,3,w/o Multimodal,0.9534,0.9284,0.8856,0.9185
SUP_QA_0117,Superalloys,multi,3,w/o Multimodal,0.886,0.9318,0.9264,0.9393
SUP_QA_0118,Superalloys,single,3,w/o Multimodal,0.8996,0.8077,0.8944,0.9044
SUP_QA_0119,Superalloys,single,3,w/o Multimodal,0.9249,0.8997,0.9704,0.9944
SUP_QA_0120,Superalloys,single,3,w/o Multimodal,0.7293,0.5896,0.6745,0.8245
SUP_QA_0121,Superalloys,single,3,w/o Multimodal,0.6728,0.556,0.6389,0.5629
SUP_QA_0122,Superalloys,single,3,w/o Multimodal,0.974,0.995,0.8885,0.9811
SUP_QA_0123,Superalloys,single,3,w/o Multimodal,0.995,0.995,0.9597,0.9526
SUP_QA_0124,Superalloys,single,3,w/o Multimodal,0.6957,0.536,0.7873,0.7528
SUP_QA_0125,Superalloys,multi,3,w/o Multimodal,0.8368,0.9223,0.8334,0.9267
SUP_QA_0126,Superalloys,multi,3,w/o Multimodal,0.6627,0.6368,0.6104,0.6979
SUP_QA_0127,Superalloys,single,3,w/o Multimodal,0.995,0.9803,0.9666,0.995
SUP_QA_0128,Superalloys,multi,3,w/o Multimodal,0.8974,0.8607,0.9325,0.9058
SUP_QA_0129,Superalloys,multi,3,w/o Multimodal,0.6112,0.7568,0.8577,0.8407
SUP_QA_0130,Superalloys,multi,3,w/o Multimodal,0.9474,0.995,0.9294,0.9332
SUP_QA_0131,Superalloys,single,3,w/o Multimodal,0.9673,0.8781,0.9532,0.9534
SUP_QA_0132,Superalloys,multi,3,w/o Multimodal,0.9357,0.9289,0.9387,0.8294
SEM_QA_0001,Semiconductors,single,3,w/o Multimodal,0.7779,0.8571,0.6758,0.7791
SEM_QA_0002,Semiconductors,single,3,w/o Multimodal,0.9778,0.8244,0.8178,0.9585
SEM_QA_0003,Semiconductors,single,3,w/o Multimodal,0.8163,0.8271,0.8447,0.8505
SEM_QA_0004,Semiconductors,single,3,w/o Multimodal,0.995,0.9701,0.8931,0.995
SEM_QA_0005,Semiconductors,multi,3,w/o Multimodal,0.8815,0.7704,0.8239,0.8859
SEM_QA_0006,Semiconductors,multi,3,w/o Multimodal,0.7941,0.801,0.7703,0.8377
SEM_QA_0007,Semiconductors,single,3,w/o Multimodal,0.7796,0.8475,0.7759,0.813
SEM_QA_0008,Semiconductors,single,3,w/o Multimodal,0.7399,0.8871,0.8076,0.7779
SEM_QA_0009,Semiconductors,single,3,w/o Multimodal,0.9884,0.995,0.9693,0.9396
SEM_QA_0010,Semiconductors,single,3,w/o Multimodal,0.6959,0.7329,0.7189,0.711
SEM_QA_0011,Semiconductors,single,3,w/o Multimodal,0.4653,0.3251,0.441,0.4974
SEM_QA_0012,Semiconductors,single,3,w/o Multimodal,0.995,0.8538,0.8337,0.8983
SEM_QA_0013,Semiconductors,multi,3,w/o Multimodal,0.955,0.995,0.9267,0.9649
SEM_QA_0014,Semiconductors,single,3,w/o Multimodal,0.9479,0.9799,0.915,0.9283
SEM_QA_0015,Semiconductors,multi,3,w/o Multimodal,0.9485,0.9691,0.9051,0.965
SEM_QA_0016,Semiconductors,single,3,w/o Multimodal,0.7031,0.663,0.6017,0.6794
SEM_QA_0017,Semiconductors,single,3,w/o Multimodal,0.8867,0.9692,0.9181,0.8727
SEM_QA_0018,Semiconductors,multi,3,w/o Multimodal,0.9223,0.807,0.9788,0.8907
SEM_QA_0019,Semiconductors,single,3,w/o Multimodal,0.9865,0.995,0.9781,0.9652
SEM_QA_0020,Semiconductors,single,3,w/o Multimodal,0.7555,0.9034,0.9062,0.8837
SEM_QA_0021,Semiconductors,single,3,w/o Multimodal,0.8567,0.8475,0.9135,0.8938
SEM_QA_0022,Semiconductors,single,3,w/o Multimodal,0.9546,0.9315,0.9608,0.9865
SEM_QA_0023,Semiconductors,single,3,w/o Multimodal,0.7149,0.6611,0.7708,0.8643
SEM_QA_0024,Semiconductors,multi,3,w/o Multimodal,0.5147,0.5172,0.5377,0.6151
SEM_QA_0025,Semiconductors,single,3,w/o Multimodal,0.851,0.9346,0.9284,0.9255
SEM_QA_0026,Semiconductors,single,3,w/o Multimodal,0.8968,0.9014,0.9703,0.9156
SEM_QA_0027,Semiconductors,single,3,w/o Multimodal,0.9637,0.9196,0.9658,0.9884
SEM_QA_0028,Semiconductors,multi,3,w/o Multimodal,0.995,0.9814,0.9183,0.9016
SEM_QA_0029,Semiconductors,single,3,w/o Multimodal,0.8569,0.8259,0.9011,0.8953
SEM_QA_0030,Semiconductors,single,3,w/o Multimodal,0.7947,0.8079,0.7681,0.8951
SEM_QA_0031,Semiconductors,multi,3,w/o Multimodal,0.9851,0.995,0.9508,0.995
SEM_QA_0032,Semiconductors,single,3,w/o Multimodal,0.8813,0.8519,0.8843,0.8882
SEM_QA_0033,Semiconductors,multi,3,w/o Multimodal,0.7822,0.7194,0.6547,0.7562
SEM_QA_0034,Semiconductors,multi,3,w/o Multimodal,0.7871,0.7859,0.6945,0.7526
SEM_QA_0035,Semiconductors,single,3,w/o Multimodal,0.995,0.9759,0.943,0.971
SEM_QA_0036,Semiconductors,single,3,w/o Multimodal,0.9784,0.9819,0.9653,0.9418
SEM_QA_0037,Semiconductors,multi,3,w/o Multimodal,0.9714,0.9916,0.8912,0.9937
SEM_QA_0038,Semiconductors,single,3,w/o Multimodal,0.6932,0.4947,0.5269,0.6647
SEM_QA_0039,Semiconductors,multi,3,w/o Multimodal,0.6487,0.6851,0.6891,0.7142
SEM_QA_0040,Semiconductors,multi,3,w/o Multimodal,0.8726,0.9149,0.837,0.8762
SEM_QA_0041,Semiconductors,single,3,w/o Multimodal,0.8537,0.8135,0.986,0.8602
SEM_QA_0042,Semiconductors,multi,3,w/o Multimodal,0.9818,0.9649,0.941,0.9734
SEM_QA_0043,Semiconductors,multi,3,w/o Multimodal,0.8747,0.9074,0.6826,0.788
SEM_QA_0044,Semiconductors,multi,3,w/o Multimodal,0.6267,0.7116,0.737,0.7879
SEM_QA_0045,Semiconductors,single,3,w/o Multimodal,0.9156,0.8925,0.8855,0.949
SEM_QA_0046,Semiconductors,single,3,w/o Multimodal,0.7714,0.7535,0.8261,0.801
SEM_QA_0047,Semiconductors,single,3,w/o Multimodal,0.962,0.9794,0.9499,0.9425
SEM_QA_0048,Semiconductors,multi,3,w/o Multimodal,0.839,0.8126,0.8013,0.9051
SEM_QA_0049,Semiconductors,multi,3,w/o Multimodal,0.7024,0.5392,0.4603,0.7481
SEM_QA_0050,Semiconductors,single,3,w/o Multimodal,0.7092,0.8156,0.8132,0.7475
SEM_QA_0051,Semiconductors,single,3,w/o Multimodal,0.8645,0.9249,0.9742,0.995
SEM_QA_0052,Semiconductors,single,3,w/o Multimodal,0.9642,0.995,0.9357,0.993
SEM_QA_0053,Semiconductors,single,3,w/o Multimodal,0.6611,0.7273,0.6707,0.7164
SEM_QA_0054,Semiconductors,single,3,w/o Multimodal,0.6697,0.5835,0.6442,0.7083
SEM_QA_0055,Semiconductors,multi,3,w/o Multimodal,0.6013,0.5982,0.5276,0.6215
SEM_QA_0056,Semiconductors,multi,3,w/o Multimodal,0.8862,0.995,0.9397,0.9719
SEM_QA_0057,Semiconductors,multi,3,w/o Multimodal,0.823,0.7625,0.7951,0.7623
SEM_QA_0058,Semiconductors,multi,3,w/o Multimodal,0.9856,0.995,0.9563,0.9499
SEM_QA_0059,Semiconductors,single,3,w/o Multimodal,0.7362,0.6354,0.8295,0.8146
SEM_QA_0060,Semiconductors,single,3,w/o Multimodal,0.7981,0.5999,0.7615,0.7271
SEM_QA_0061,Semiconductors,single,3,w/o Multimodal,0.9339,0.9739,0.9901,0.995
SEM_QA_0062,Semiconductors,single,3,w/o Multimodal,0.9748,0.9885,0.9248,0.9457
SEM_QA_0063,Semiconductors,multi,3,w/o Multimodal,0.9626,0.9623,0.929,0.995
SEM_QA_0064,Semiconductors,multi,3,w/o Multimodal,0.7117,0.7813,0.7448,0.8403
SEM_QA_0065,Semiconductors,single,3,w/o Multimodal,0.6295,0.7021,0.7539,0.8769
SEM_QA_0066,Semiconductors,multi,3,w/o Multimodal,0.8311,0.995,0.9235,0.9277
SEM_QA_0067,Semiconductors,single,3,w/o Multimodal,0.9503,0.9568,0.9525,0.9705
SEM_QA_0068,Semiconductors,multi,3,w/o Multimodal,0.9797,0.995,0.9163,0.995
SEM_QA_0069,Semiconductors,multi,3,w/o Multimodal,0.8779,0.8196,0.7031,0.9117
SEM_QA_0070,Semiconductors,single,3,w/o Multimodal,0.9432,0.995,0.8964,0.9689
SEM_QA_0071,Semiconductors,single,3,w/o Multimodal,0.9407,0.9654,0.9263,0.9212
SEM_QA_0072,Semiconductors,single,3,w/o Multimodal,0.7808,0.9399,0.8617,0.8434
SEM_QA_0073,Semiconductors,single,3,w/o Multimodal,0.9201,0.976,0.9901,0.9428
SEM_QA_0074,Semiconductors,single,3,w/o Multimodal,0.9138,0.8852,0.8685,0.8293
SEM_QA_0075,Semiconductors,single,3,w/o Multimodal,0.7517,0.92,0.8081,0.8854
SEM_QA_0076,Semiconductors,multi,3,w/o Multimodal,0.7309,0.7588,0.8345,0.6677
SEM_QA_0077,Semiconductors,single,3,w/o Multimodal,0.9654,0.8126,0.8274,0.8735
SEM_QA_0078,Semiconductors,single,3,w/o Multimodal,0.9898,0.995,0.9315,0.9582
SEM_QA_0079,Semiconductors,multi,3,w/o Multimodal,0.9379,0.946,0.8842,0.8944
SEM_QA_0080,Semiconductors,single,3,w/o Multimodal,0.9751,0.8604,0.9257,0.8714
