query_id,domain,question_type,run,faithfulness,answer_relevancy,ref_faithfulness,ref_answer_relevancy
BAT_QA_0059,Batteries,single,2,0.995,0.8755,0.9536,0.8411
BAT_QA_0060,Batteries,multi,2,0.807,0.7199,0.726,0.6093
BAT_QA_0061,Batteries,single,2,0.8449,0.7285,0.7447,0.6151
BAT_QA_0062,Batteries,multi,2,0.7226,0.5824,0.6426,0.4784
BAT_QA_0063,Batteries,single,2,0.9335,0.9011,0.9403,0.8576
BAT_QA_0064,Batteries,single,2,0.9728,0.9404,0.9303,0.9316
BAT_QA_0065,Batteries,single,2,0.9916,0.9257,0.9853,0.924
BAT_QA_0066,Batteries,single,2,0.8119,0.7203,0.7072,0.6552
BAT_QA_0067,Batteries,single,2,0.8373,0.8241,0.7669,0.7741
BAT_QA_0068,Batteries,multi,2,0.9743,0.9308,0.9354,0.8963
BAT_QA_0069,Batteries,single,2,0.7013,0.6422,0.5983,0.5301
BAT_QA_0070,Batteries,multi,2,0.995,0.8528,0.9476,0.8292
BAT_QA_0071,Batteries,single,2,0.9347,0.8579,0.9305,0.8147
BAT_QA_0072,Batteries,multi,2,0.995,0.9048,0.9511,0.8933
BAT_QA_0073,Batteries,single,2,0.995,0.9695,0.995,0.9654
BAT_QA_0074,Batteries,multi,2,0.7439,0.6237,0.6432,0.5159
BAT_QA_0075,Batteries,single,2,0.9566,0.9572,0.901,0.95
BAT_QA_0076,Batteries,multi,2,0.7409,0.7834,0.6714,0.711
BAT_QA_0077,Batteries,single,2,0.995,0.9404,0.995,0.9212
BAT_QA_0078,Batteries,single,2,0.891,0.8724,0.8237,0.8289
BAT_QA_0079,Batteries,multi,2,0.8952,0.8196,0.8325,0.7498
BAT_QA_0080,Batteries,single,2,0.995,0.917,0.9867,0.9189
BAT_QA_0081,Batteries,single,2,0.9606,0.8498,0.9295,0.7978
BAT_QA_0082,Batteries,multi,2,0.9278,0.9041,0.8893,0.8741
BAT_QA_0083,Batteries,single,2,0.6404,0.7119,0.5227,0.6797
BAT_QA_0084,Batteries,single,2,0.8919,0.9001,0.8365,0.8716
BAT_QA_0085,Batteries,multi,2,0.7652,0.6255,0.6642,0.5627
BAT_QA_0086,Batteries,multi,2,0.8883,0.9374,0.8577,0.9222
BAT_QA_0087,Batteries,single,2,0.995,0.9947,0.9737,0.9483
BAT_QA_0088,Batteries,single,2,0.8497,0.7757,0.7935,0.6992
BAT_QA_0089,Batteries,single,2,0.9666,0.9773,0.951,0.9623
BAT_QA_0090,Batteries,single,2,0.9465,0.8359,0.8957,0.7748
BAT_QA_0091,Batteries,single,2,0.995,0.9235,0.97,0.8957
BAT_QA_0092,Batteries,single,2,0.7007,0.8531,0.6681,0.7549
BAT_QA_0093,Batteries,single,2,0.8629,0.8203,0.8041,0.7518
BAT_QA_0094,Batteries,single,2,0.7759,0.6957,0.6675,0.5884
BAT_QA_0095,Batteries,single,2,0.995,0.9824,0.995,0.9654
BAT_QA_0096,Batteries,single,2,0.995,0.92,0.995,0.9056
BAT_QA_0097,Batteries,multi,2,0.7777,0.6289,0.6618,0.5144
BAT_QA_0098,Batteries,multi,2,0.806,0.7119,0.727,0.6532
BAT_QA_0099,Batteries,single,2,0.8247,0.8018,0.7601,0.7465
BAT_QA_0100,Batteries,multi,2,0.9946,0.8571,0.9538,0.8247
BAT_QA_0101,Batteries,single,2,0.9002,0.8747,0.8572,0.8523
BAT_QA_0102,Batteries,multi,2,0.9367,0.7694,0.8848,0.7499
BAT_QA_0103,Batteries,single,2,0.9366,0.9365,0.9003,0.9224
BAT_QA_0104,Batteries,multi,2,0.7826,0.8408,0.7175,0.7796
BAT_QA_0105,Batteries,single,2,0.8895,0.7275,0.8342,0.7157
BAT_QA_0106,Batteries,multi,2,0.9134,0.839,0.866,0.7804
BAT_QA_0107,Batteries,multi,2,0.844,0.7814,0.767,0.7233
BAT_QA_0108,Batteries,single,2,0.8709,0.9512,0.8427,0.916
BAT_QA_0109,Batteries,single,2,0.8217,0.8033,0.7567,0.7123
BAT_QA_0110,Batteries,single,2,0.9,0.8257,0.841,0.7526
BAT_QA_0111,Batteries,multi,2,0.995,0.925,0.9388,0.9009
BAT_QA_0112,Batteries,single,2,0.9749,0.9767,0.975,0.9609
BAT_QA_0113,Batteries,multi,2,0.9518,0.863,0.9038,0.7955
BAT_QA_0114,Batteries,multi,2,0.8572,0.7357,0.7934,0.6644
BAT_QA_0115,Batteries,multi,2,0.995,0.9476,0.995,0.9122
BAT_QA_0116,Batteries,single,2,0.963,0.9825,0.9388,0.9322
BAT_QA_0117,Batteries,multi,2,0.6503,0.7654,0.5294,0.681
BAT_QA_0118,Batteries,single,2,0.9035,0.832,0.8435,0.7581
BAT_QA_0119,Batteries,single,2,0.6738,0.6818,0.5847,0.5794
BAT_QA_0120,Batteries,single,2,0.9017,0.8532,0.8501,0.8238
BAT_QA_0121,Batteries,single,2,0.9023,0.8245,0.8331,0.7752
BAT_QA_0122,Batteries,single,2,0.9573,0.9646,0.8927,0.9295
BAT_QA_0123,Batteries,single,2,0.995,0.9554,0.9664,0.9451
BAT_QA_0124,Batteries,single,2,0.7609,0.7376,0.6688,0.6834
SUP_QA_0001,Superalloys,single,3,0.8495,0.8187,0.7979,0.7635
SUP_QA_0002,Superalloys,multi,3,0.9388,0.9862,0.9232,0.9758
SUP_QA_0003,Superalloys,multi,3,0.7503,0.712,0.6481,0.6418
SUP_QA_0004,Superalloys,multi,3,0.6367,0.8213,0.6067,0.7616
SUP_QA_0005,Superalloys,single,3,0.6783,0.676,0.5737,0.5883
SUP_QA_0006,Superalloys,single,3,0.9713,0.9893,0.9328,0.995
SUP_QA_0007,Superalloys,single,3,0.995,0.995,0.9572,0.9821
SUP_QA_0008,Superalloys,single,3,0.995,0.9307,0.9656,0.9116
SUP_QA_0009,Superalloys,single,3,0.9888,0.9809,0.9336,0.9515
SUP_QA_0010,Superalloys,single,3,0.9613,0.9115,0.8921,0.8549
SUP_QA_0011,Superalloys,single,3,0.9585,0.789,0.8792,0.7317
SUP_QA_0012,Superalloys,single,3,0.8624,0.8097,0.7973,0.7525
SUP_QA_0013,Superalloys,multi,3,0.879,0.7683,0.8067,0.7184
SUP_QA_0014,Superalloys,single,3,0.8833,0.8824,0.84,0.7838
SUP_QA_0015,Superalloys,single,3,0.929,0.9394,0.9002,0.9088
SUP_QA_0016,Superalloys,single,3,0.907,0.8224,0.8455,0.7659
SUP_QA_0017,Superalloys,single,3,0.9474,0.995,0.9594,0.995
SUP_QA_0018,Superalloys,single,3,0.9932,0.995,0.9377,0.995
SUP_QA_0019,Superalloys,single,3,0.9805,0.9518,0.9448,0.9526
SUP_QA_0020,Superalloys,single,3,0.9774,0.9854,0.9515,0.9691
SUP_QA_0021,Superalloys,multi,3,0.9838,0.9854,0.9418,0.9394
SUP_QA_0022,Superalloys,single,3,0.8427,0.8099,0.7869,0.7318
SUP_QA_0023,Superalloys,single,3,0.995,0.995,0.9555,0.9933
SUP_QA_0024,Superalloys,single,3,0.8604,0.8459,0.7807,0.7713
SUP_QA_0025,Superalloys,single,3,0.906,0.9035,0.8402,0.8932
SUP_QA_0026,Superalloys,single,3,0.8913,0.975,0.8287,0.9536
SUP_QA_0027,Superalloys,multi,3,0.6796,0.7271,0.5893,0.6066
SUP_QA_0028,Superalloys,multi,3,0.9434,0.9909,0.8992,0.9664
SUP_QA_0029,Superalloys,single,3,0.9064,0.8114,0.8184,0.7632
SUP_QA_0030,Superalloys,multi,3,0.7906,0.7601,0.7154,0.6708
SUP_QA_0031,Superalloys,single,3,0.9447,0.9935,0.9243,0.9757
SUP_QA_0032,Superalloys,single,3,0.8146,0.8483,0.765,0.7485
SUP_QA_0033,Superalloys,single,3,0.8096,0.7772,0.7698,0.7085
SUP_QA_0034,Superalloys,multi,3,0.995,0.9754,0.9742,0.9617
SUP_QA_0035,Superalloys,single,3,0.995,0.9784,0.9498,0.946
SUP_QA_0036,Superalloys,single,3,0.9893,0.995,0.9514,0.995
SUP_QA_0037,Superalloys,single,3,0.9762,0.995,0.9039,0.9699
SUP_QA_0038,Superalloys,single,3,0.9444,0.995,0.9477,0.995
SUP_QA_0039,Superalloys,single,3,0.9607,0.7924,0.9359,0.7445
SUP_QA_0040,Superalloys,multi,3,0.9466,0.995,0.9147,0.9702
SUP_QA_0041,Superalloys,single,3,0.9681,0.995,0.9265,0.995
SUP_QA_0042,Superalloys,single,3,0.9719,0.8912,0.9252,0.8435
SUP_QA_0043,Superalloys,single,3,0.8653,0.7987,0.7675,0.7348
SUP_QA_0044,Superalloys,multi,3,0.995,0.885,0.9742,0.8306
SUP_QA_0045,Superalloys,single,3,0.7688,0.714,0.6661,0.6353
SUP_QA_0046,Superalloys,single,3,0.6789,0.6758,0.5525,0.5669
SUP_QA_0047,Superalloys,multi,3,0.9655,0.7996,0.9363,0.7221
SUP_QA_0048,Superalloys,single,3,0.971,0.9163,0.9094,0.8969
SUP_QA_0049,Superalloys,multi,3,0.8887,0.7959,0.8181,0.7493
SUP_QA_0050,Superalloys,single,3,0.9873,0.9162,0.9366,0.8802
SUP_QA_0051,Superalloys,single,3,0.88,0.9617,0.8161,0.9328
SUP_QA_0052,Superalloys,single,3,0.8463,0.8096,0.7921,0.7398
SUP_QA_0053,Superalloys,single,3,0.895,0.8562,0.8608,0.8431
SUP_QA_0054,Superalloys,multi,3,0.9936,0.9134,0.9742,0.8594
SUP_QA_0055,Superalloys,single,3,0.8424,0.7945,0.7629,0.7277
SUP_QA_0056,Superalloys,single,3,0.8834,0.995,0.7974,0.9428
SUP_QA_0057,Superalloys,single,3,0.8576,0.8623,0.7886,0.8202
SUP_QA_0058,Superalloys,single,3,0.9264,0.8722,0.817,0.821
SUP_QA_0059,Superalloys,single,3,0.98,0.9945,0.9256,0.9581
SUP_QA_0060,Superalloys,single,3,0.7884,0.5928,0.7028,0.502
SUP_QA_0061,Superalloys,single,3,0.8227,0.8101,0.7764,0.7571
SUP_QA_0062,Superalloys,multi,3,0.5336,0.5536,0.4017,0.436
SUP_QA_0063,Superalloys,single,3,0.9417,0.995,0.8947,0.9926
SUP_QA_0064,Superalloys,multi,3,0.9925,0.9887,0.9742,0.9816
SUP_QA_0065,Superalloys,single,3,0.993,0.995,0.9484,0.995
SUP_QA_0066,Superalloys,single,3,0.9749,0.9317,0.9353,0.8806
SUP_QA_0067,Superalloys,multi,3,0.9508,0.7713,0.9008,0.6981
SUP_QA_0068,Superalloys,single,3,0.9276,0.9854,0.8968,0.9674
SUP_QA_0069,Superalloys,single,3,0.9134,0.7914,0.8186,0.7716
SUP_QA_0070,Superalloys,multi,3,0.7602,0.6561,0.671,0.5992
SUP_QA_0071,Superalloys,single,3,0.8936,0.8479,0.8522,0.7614
SUP_QA_0072,Superalloys,multi,3,0.9627,0.8196,0.8912,0.713
SUP_QA_0073,Superalloys,multi,3,0.6862,0.6119,0.5542,0.5083
SUP_QA_0074,Superalloys,multi,3,0.9116,0.9696,0.8638,0.9567
SUP_QA_0075,Superalloys,single,3,0.9926,0.9461,0.9679,0.9093
SUP_QA_0076,Superalloys,single,3,0.8782,0.909,0.7978,0.8633
SUP_QA_0077,Superalloys,multi,3,0.9628,0.995,0.907,0.9787
SUP_QA_0078,Superalloys,single,3,0.6998,0.6103,0.5747,0.4782
SUP_QA_0079,Superalloys,single,3,0.9673,0.9573,0.8998,0.9092
SUP_QA_0080,Superalloys,multi,3,0.9361,0.9712,0.8809,0.937
SUP_QA_0081,Superalloys,multi,3,0.7925,0.7382,0.721,0.673
SUP_QA_0082,Superalloys,multi,3,0.995,0.9798,0.9725,0.9838
SUP_QA_0083,Superalloys,single,3,0.7706,0.6035,0.6511,0.4958
SUP_QA_0084,Superalloys,single,3,0.9846,0.995,0.9435,0.995
SUP_QA_0085,Superalloys,single,3,0.9283,0.995,0.9141,0.9696
SUP_QA_0086,Superalloys,single,3,0.9488,0.995,0.9395,0.9886
SUP_QA_0087,Superalloys,multi,3,0.9541,0.995,0.8785,0.995
SUP_QA_0088,Superalloys,single,3,0.7981,0.8313,0.7647,0.783
SUP_QA_0089,Superalloys,single,3,0.9385,0.8843,0.8994,0.8336
SUP_QA_0090,Superalloys,single,3,0.8081,0.8334,0.7149,0.7895
SUP_QA_0091,Superalloys,multi,3,0.9501,0.8647,0.8932,0.7977
SUP_QA_0092,Superalloys,single,3,0.6556,0.535,0.5217,0.3829
SUP_QA_0093,Superalloys,multi,3,0.9097,0.9823,0.8673,0.9648
SUP_QA_0094,Superalloys,multi,3,0.9619,0.995,0.8985,0.9838
SUP_QA_0095,Superalloys,multi,3,0.9105,0.7753,0.8637,0.7024
SUP_QA_0096,Superalloys,single,3,0.9676,0.995,0.9469,0.995
SUP_QA_0097,Superalloys,multi,3,0.8668,0.8369,0.8237,0.7813
SUP_QA_0098,Superalloys,single,3,0.6357,0.5808,0.5315,0.4698
SUP_QA_0099,Superalloys,single,3,0.9586,0.9547,0.9394,0.9351
SUP_QA_0100,Superalloys,multi,3,0.6023,0.606,0.4416,0.4484
SUP_QA_0101,Superalloys,single,3,0.8402,0.88,0.7927,0.8393
SUP_QA_0102,Superalloys,multi,3,0.9844,0.9795,0.9212,0.9217
SUP_QA_0103,Superalloys,multi,3,0.9283,0.9834,0.913,0.9633
SUP_QA_0104,Superalloys,single,3,0.6208,0.8381,0.6048,0.7828
SUP_QA_0105,Superalloys,single,3,0.9946,0.995,0.9681,0.995
SUP_QA_0106,Superalloys,single,3,0.9457,0.8487,0.885,0.785
SUP_QA_0107,Superalloys,single,3,0.8408,0.7948,0.762,0.721
SUP_QA_0108,Superalloys,single,3,0.9405,0.8901,0.8881,0.8329
SUP_QA_0109,Superalloys,single,3,0.8584,0.9048,0.7829,0.8617
SUP_QA_0110,Superalloys,single,3,0.9816,0.995,0.8994,0.9773
SUP_QA_0111,Superalloys,single,3,0.9161,0.8956,0.8709,0.8469
SUP_QA_0112,Superalloys,multi,3,0.9412,0.9501,0.9043,0.9153
SUP_QA_0113,Superalloys,single,3,0.8318,0.8281,0.7702,0.765
SUP_QA_0114,Superalloys,single,3,0.6813,0.5581,0.559,0.3953
SUP_QA_0115,Superalloys,multi,3,0.8683,0.9782,0.8224,0.91
SUP_QA_0116,Superalloys,multi,3,0.9166,0.8939,0.8786,0.8627
SUP_QA_0117,Superalloys,multi,3,0.92,0.995,0.8608,0.9847
SUP_QA_0118,Superalloys,single,3,0.9328,0.8685,0.8819,0.7944
SUP_QA_0119,Superalloys,single,3,0.9724,0.9514,0.9291,0.9213
SUP_QA_0120,Superalloys,single,3,0.7712,0.6842,0.6971,0.566
SUP_QA_0121,Superalloys,single,3,0.7361,0.6483,0.6359,0.5602
SUP_QA_0122,Superalloys,single,3,0.9602,0.972,0.9426,0.9914
SUP_QA_0123,Superalloys,single,3,0.9395,0.995,0.9254,0.995
SUP_QA_0124,Superalloys,single,3,0.6161,0.6967,0.5914,0.5753
SUP_QA_0125,Superalloys,multi,3,0.824,0.9599,0.7688,0.9419
SUP_QA_0126,Superalloys,multi,3,0.6199,0.8071,0.5872,0.7335
SUP_QA_0127,Superalloys,single,3,0.9702,0.995,0.9303,0.995
SUP_QA_0128,Superalloys,multi,3,0.9012,0.943,0.8655,0.9122
SUP_QA_0129,Superalloys,multi,3,0.7047,0.8435,0.5881,0.762
SUP_QA_0130,Superalloys,multi,3,0.9393,0.9493,0.9283,0.9473
SUP_QA_0131,Superalloys,single,3,0.9618,0.9227,0.9371,0.8797
SUP_QA_0132,Superalloys,multi,3,0.9604,0.9918,0.9448,0.9855
SEM_QA_0001,Semiconductors,single,3,0.7791,0.8833,0.7098,0.8213
SEM_QA_0002,Semiconductors,single,3,0.9691,0.8727,0.9343,0.8416
SEM_QA_0003,Semiconductors,single,3,0.8471,0.8557,0.7886,0.801
SEM_QA_0004,Semiconductors,single,3,0.9784,0.995,0.9479,0.9804
SEM_QA_0005,Semiconductors,multi,3,0.9117,0.8551,0.8651,0.7922
SEM_QA_0006,Semiconductors,multi,3,0.7539,0.9358,0.659,0.907
SEM_QA_0007,Semiconductors,single,3,0.7986,0.8704,0.7463,0.797
SEM_QA_0008,Semiconductors,single,3,0.8347,0.8934,0.769,0.8697
SEM_QA_0009,Semiconductors,single,3,0.9801,0.9847,0.9488,0.9562
SEM_QA_0010,Semiconductors,single,3,0.7628,0.7205,0.6663,0.6279
SEM_QA_0011,Semiconductors,single,3,0.5244,0.4442,0.3689,0.2955
SEM_QA_0012,Semiconductors,single,3,0.9764,0.8878,0.9397,0.8509
SEM_QA_0013,Semiconductors,multi,3,0.9578,0.975,0.8991,0.9459
SEM_QA_0014,Semiconductors,single,3,0.8698,0.9873,0.8507,0.958
SEM_QA_0015,Semiconductors,multi,3,0.9559,0.995,0.9032,0.995
SEM_QA_0016,Semiconductors,single,3,0.7743,0.7031,0.6991,0.6395
SEM_QA_0017,Semiconductors,single,3,0.9079,0.9358,0.854,0.9252
SEM_QA_0018,Semiconductors,multi,3,0.984,0.82,0.9469,0.7874
SEM_QA_0019,Semiconductors,single,3,0.995,0.9927,0.9742,0.9725
SEM_QA_0020,Semiconductors,single,3,0.8047,0.9713,0.719,0.9369
SEM_QA_0021,Semiconductors,single,3,0.9071,0.9226,0.8458,0.8955
SEM_QA_0022,Semiconductors,single,3,0.9395,0.9753,0.9067,0.9287
SEM_QA_0023,Semiconductors,single,3,0.8049,0.6657,0.6936,0.5856
SEM_QA_0024,Semiconductors,multi,3,0.6089,0.7031,0.4915,0.6164
SEM_QA_0025,Semiconductors,single,3,0.8786,0.9483,0.828,0.9405
SEM_QA_0026,Semiconductors,single,3,0.8937,0.9077,0.8746,0.8899
SEM_QA_0027,Semiconductors,single,3,0.995,0.9152,0.9607,0.9134
SEM_QA_0028,Semiconductors,multi,3,0.966,0.995,0.9506,0.9874
SEM_QA_0029,Semiconductors,single,3,0.8543,0.8806,0.8291,0.8566
SEM_QA_0030,Semiconductors,single,3,0.7685,0.8391,0.7024,0.764
SEM_QA_0031,Semiconductors,multi,3,0.9447,0.995,0.914,0.9634
SEM_QA_0032,Semiconductors,single,3,0.8738,0.9116,0.8449,0.8413
SEM_QA_0033,Semiconductors,multi,3,0.7728,0.719,0.6912,0.6431
SEM_QA_0034,Semiconductors,multi,3,0.7829,0.7926,0.7574,0.7559
SEM_QA_0035,Semiconductors,single,3,0.9475,0.995,0.8789,0.971
SEM_QA_0036,Semiconductors,single,3,0.9578,0.9695,0.9285,0.9444
SEM_QA_0037,Semiconductors,multi,3,0.9514,0.995,0.9033,0.995
SEM_QA_0038,Semiconductors,single,3,0.7486,0.6707,0.6481,0.5596
SEM_QA_0039,Semiconductors,multi,3,0.6441,0.7565,0.6088,0.7029
SEM_QA_0040,Semiconductors,multi,3,0.8704,0.9437,0.8372,0.9197
SEM_QA_0041,Semiconductors,single,3,0.8598,0.8944,0.8332,0.8583
SEM_QA_0042,Semiconductors,multi,3,0.966,0.9314,0.9118,0.889
SEM_QA_0043,Semiconductors,multi,3,0.8121,0.8654,0.7684,0.8258
SEM_QA_0044,Semiconductors,multi,3,0.711,0.7763,0.605,0.718
SEM_QA_0045,Semiconductors,single,3,0.8479,0.9066,0.8356,0.8432
SEM_QA_0046,Semiconductors,single,3,0.815,0.7581,0.7282,0.6903
SEM_QA_0047,Semiconductors,single,3,0.995,0.995,0.9331,0.995
SEM_QA_0048,Semiconductors,multi,3,0.8959,0.9039,0.8275,0.8608
SEM_QA_0049,Semiconductors,multi,3,0.6794,0.6132,0.5551,0.502
SEM_QA_0050,Semiconductors,single,3,0.7901,0.8959,0.6934,0.8371
SEM_QA_0051,Semiconductors,single,3,0.8486,0.9317,0.813,0.8855
SEM_QA_0052,Semiconductors,single,3,0.9911,0.9905,0.9418,0.995
SEM_QA_0053,Semiconductors,single,3,0.718,0.7274,0.6297,0.7081
SEM_QA_0054,Semiconductors,single,3,0.6967,0.6554,0.5979,0.5933
SEM_QA_0055,Semiconductors,multi,3,0.7153,0.6469,0.6397,0.5417
SEM_QA_0056,Semiconductors,multi,3,0.9527,0.9799,0.9443,0.9709
SEM_QA_0057,Semiconductors,multi,3,0.8316,0.7894,0.7394,0.7108
SEM_QA_0058,Semiconductors,multi,3,0.969,0.995,0.9336,0.995
SEM_QA_0059,Semiconductors,single,3,0.7642,0.6755,0.6931,0.5855
SEM_QA_0060,Semiconductors,single,3,0.8065,0.6676,0.7519,0.5925
SEM_QA_0061,Semiconductors,single,3,0.9314,0.9924,0.8966,0.9636
SEM_QA_0062,Semiconductors,single,3,0.9804,0.995,0.93,0.995
SEM_QA_0063,Semiconductors,multi,3,0.9655,0.9754,0.9244,0.9575
SEM_QA_0064,Semiconductors,multi,3,0.7292,0.8974,0.6538,0.8511
SEM_QA_0065,Semiconductors,single,3,0.7155,0.7452,0.6088,0.7001
SEM_QA_0066,Semiconductors,multi,3,0.8276,0.9027,0.7488,0.8778
SEM_QA_0067,Semiconductors,single,3,0.9605,0.9681,0.9409,0.9246
SEM_QA_0068,Semiconductors,multi,3,0.9588,0.9688,0.9312,0.9538
SEM_QA_0069,Semiconductors,multi,3,0.8621,0.9031,0.8334,0.87
SEM_QA_0070,Semiconductors,single,3,0.977,0.995,0.9486,0.995
SEM_QA_0071,Semiconductors,single,3,0.9124,0.8979,0.8822,0.8722
SEM_QA_0072,Semiconductors,single,3,0.8756,0.995,0.7997,0.9515
SEM_QA_0073,Semiconductors,single,3,0.995,0.995,0.9742,0.9922
SEM_QA_0074,Semiconductors,single,3,0.9243,0.96,0.9035,0.9405
SEM_QA_0075,Semiconductors,single,3,0.8013,0.9656,0.7553,0.9425
SEM_QA_0076,Semiconductors,multi,3,0.7459,0.7461,0.6482,0.6825
SEM_QA_0077,Semiconductors,single,3,0.9705,0.8737,0.9512,0.8077
SEM_QA_0078,Semiconductors,single,3,0.9485,0.9836,0.9237,0.9689
SEM_QA_0079,Semiconductors,multi,3,0.9251,0.9396,0.889,0.9243
SEM_QA_0080,Semiconductors,single,3,0.9904,0.8649,0.9391,0.8174
SEM_QA_0081,Semiconductors,single,3,0.9938,0.9251,0.9481,0.8667
SEM_QA_0082,Semiconductors,single,3,0.9832,0.9943,0.9256,0.9752
SEM_QA_0083,Semiconductors,single,3,0.6504,0.6496,0.5497,0.5454
SEM_QA_0084,Semiconductors,multi,3,0.8002,0.8805,0.7521,0.8039
SEM_QA_0085,Semiconductors,single,3,0.995,0.995,0.9736,0.995
SEM_QA_0086,Semiconductors,multi,3,0.6775,0.7685,0.5947,0.6573
SEM_QA_0087,Semiconductors,multi,3,0.8505,0.871,0.8015,0.85
SEM_QA_0088,Semiconductors,single,3,0.8036,0.8969,0.7003,0.8939
SEM_QA_0089,Semiconductors,single,3,0.85,0.9264,0.808,0.8575
SEM_QA_0090,Semiconductors,single,3,0.9168,0.995,0.85,0.995
SEM_QA_0091,Semiconductors,single,3,0.7237,0.6246,0.6355,0.522
SEM_QA_0092,Semiconductors,single,3,0.846,0.8612,0.7587,0.7958
SEM_QA_0093,Semiconductors,single,3,0.9115,0.9725,0.8867,0.9768
SEM_QA_0094,Semiconductors,single,3,0.995,0.9631,0.9742,0.9455
SEM_QA_0095,Semiconductors,multi,3,0.713,0.7297,0.6495,0.6556
SEM_QA_0096,Semiconductors,multi,3,0.9684,0.9821,0.9266,0.9709
SEM_QA_0097,Semiconductors,single,3,0.9767,0.995,0.9684,0.9832
SEM_QA_0098,Semiconductors,single,3,0.9516,0.9924,0.9041,0.967
SEM_QA_0099,Semiconductors,single,3,0.9841,0.995,0.9285,0.9933
SEM_QA_0100,Semiconductors,multi,3,0.9283,0.9534,0.8587,0.9366
SEM_QA_0101,Semiconductors,single,3,0.9772,0.991,0.9172,0.9805
SEM_QA_0102,Semiconductors,single,3,0.9774,0.914,0.9173,0.8655
SEM_QA_0103,Semiconductors,multi,3,0.9716,0.9514,0.9476,0.9521
SEM_QA_0104,Semiconductors,single,3,0.8429,0.7363,0.7616,0.653
SEM_QA_0105,Semiconductors,multi,3,0.7455,0.7334,0.6588,0.7236
SEM_QA_0106,Semiconductors,multi,3,0.995,0.995,0.9409,0.995
SEM_QA_0107,Semiconductors,single,3,0.9818,0.9849,0.9619,0.9815
SEM_QA_0108,Semiconductors,multi,3,0.8014,0.8994,0.7166,0.8427
SEM_QA_0109,Semiconductors,single,3,0.9024,0.9785,0.8667,0.9644
SEM_QA_0110,Semiconductors,multi,3,0.6002,0.7882,0.3996,0.7146
SEM_QA_0111,Semiconductors,single,3,0.9756,0.9821,0.92,0.9485
SEM_QA_0112,Semiconductors,single,3,0.969,0.9464,0.9313,0.8924
SEM_QA_0113,Semiconductors,single,3,0.8273,0.8763,0.7513,0.8092
SEM_QA_0114,Semiconductors,single,3,0.9725,0.9601,0.9283,0.9318
SEM_QA_0115,Semiconductors,multi,3,0.784,0.7275,0.7497,0.6634
SEM_QA_0116,Semiconductors,single,3,0.9393,0.995,0.8888,0.995
SEM_QA_0117,Semiconductors,multi,3,0.963,0.9707,0.9258,0.9432
SEM_QA_0118,Semiconductors,single,3,0.9704,0.9724,0.9176,0.9602
SEM_QA_0119,Semiconductors,single,3,0.9648,0.9434,0.9605,0.9428
SEM_QA_0120,Semiconductors,single,3,0.8375,0.8808,0.7662,0.8214
SEM_QA_0121,Semiconductors,single,3,0.5567,0.5225,0.37,0.5005
SEM_QA_0122,Semiconductors,single,3,0.8921,0.9599,0.8379,0.9516
SEM_QA_0123,Semiconductors,single,3,0.7986,0.995,0.7835,0.9774
SEM_QA_0124,Semiconductors,single,3,0.9426,0.9061,0.895,0.8663
SEM_QA_0125,Semiconductors,single,3,0.9944,0.995,0.9364,0.9744
SEM_QA_0126,Semiconductors,multi,3,0.8199,0.9499,0.7448,0.9152
BAT_QA_0001,Batteries,single,3,0.8644,0.8003,0.7607,0.7486
BAT_QA_0002,Batteries,single,3,0.9437,0.995,0.9126,0.977
BAT_QA_0003,Batteries,multi,3,0.8354,0.9378,0.8087,0.919
BAT_QA_0004,Batteries,single,3,0.7723,0.9743,0.7152,0.9513
BAT_QA_0005,Batteries,single,3,0.9543,0.995,0.9538,0.9685
BAT_QA_0006,Batteries,single,3,0.9922,0.995,0.9393,0.9678
BAT_QA_0007,Batteries,multi,3,0.9858,0.958,0.9508,0.9232
BAT_QA_0008,Batteries,single,3,0.9905,0.995,0.9248,0.995
BAT_QA_0009,Batteries,single,3,0.8708,0.9104,0.8414,0.8916
BAT_QA_0010,Batteries,single,3,0.9898,0.9199,0.9742,0.9035
BAT_QA_0011,Batteries,single,3,0.9583,0.9014,0.9301,0.8216
BAT_QA_0012,Batteries,single,3,0.8657,0.9485,0.8412,0.9178
BAT_QA_0013,Batteries,single,3,0.9817,0.995,0.9496,0.995
BAT_QA_0014,Batteries,multi,3,0.967,0.8925,0.9226,0.869
BAT_QA_0015,Batteries,multi,3,0.9259,0.995,0.9061,0.9782
BAT_QA_0016,Batteries,single,3,0.7203,0.4842,0.6181,0.4641
BAT_QA_0017,Batteries,multi,3,0.6891,0.827,0.6002,0.8045
BAT_QA_0018,Batteries,single,3,0.6235,0.5799,0.4936,0.4548
BAT_QA_0019,Batteries,single,3,0.9234,0.9418,0.8796,0.8902
BAT_QA_0020,Batteries,single,3,0.411,0.4444,0.2382,0.2811
BAT_QA_0021,Batteries,single,3,0.6913,0.6714,0.5692,0.5916
BAT_QA_0022,Batteries,multi,3,0.5823,0.7378,0.4747,0.6289
BAT_QA_0023,Batteries,single,3,0.9281,0.9807,0.896,0.9312
BAT_QA_0024,Batteries,single,3,0.8828,0.8807,0.8525,0.8723
BAT_QA_0025,Batteries,single,3,0.9572,0.9703,0.9344,0.9449
BAT_QA_0026,Batteries,multi,3,0.7275,0.7482,0.6573,0.672
BAT_QA_0027,Batteries,single,3,0.9525,0.995,0.9204,0.9707
